application_num,decision_date,offloading_port_cleaned_EN,loading_port_cleaned_EN,fuel_amount_clean,fuel_type_clean_EN,lon,lat,Origin,dest_lat,dest_lon,Destination,exporter_proxy,importer_proxy
89,3/10/2019,Mukalla,,2178,Diesel,,,,14.5404328,49.127197,Mukalla,,3
88,3/8/2019,Hodeida,,13608,Petrol,,,,14.7909118,42.9708838,Hodeida,,13
87,3/7/2019,Hodeida,,15696,Petrol,,,,14.7909118,42.9708838,Hodeida,,7
86,3/7/2019,Mukalla,,7136,Diesel,,,,14.5404328,49.127197,Mukalla,,3
85,3/7/2019,Hodeida,,10824,Diesel,,,,14.7909118,42.9708838,Hodeida,,14
84,3/6/2019,Hodeida,,25162,Diesel,,,,14.7909118,42.9708838,Hodeida,,21
83,3/6/2019,Nishtun,,3100,Diesel,,,,15.8224426,52.1872488,Nishtun,,5
82,3/3/2019,Aden,,60036,Diesel,,,,12.7854969,45.0186548,Aden,,2
81,3/1/2019,Hodeida,,4800,Gas,,,,14.7909118,42.9708838,Hodeida,,20
80,2/25/2019,Mukalla,,3951,Mazout,,,,14.5404328,49.127197,Mukalla,,3
8,11/2/2018,Hodeida,,17510,Diesel,,,,14.7909118,42.9708838,Hodeida,,20
8,11/2/2018,Hodeida,,,,,,,14.7909118,42.9708838,Hodeida,,20
79,2/23/2019,Hodeida,,24132,Petrol,,,,14.7909118,42.9708838,Hodeida,,25
78,2/23/2019,Mukalla,,9970,Petrol,,,,14.5404328,49.127197,Mukalla,,3
77,2/23/2019,Hodeida,,13578,Diesel,,,,14.7909118,42.9708838,Hodeida,,29
77,2/23/2019,Hodeida,,5696,Petrol,,,,14.7909118,42.9708838,Hodeida,,29
76,2/21/2019,Hodeida,,11509,Diesel,,,,14.7909118,42.9708838,Hodeida,,29
75,2/21/2019,Hodeida,,11981,Diesel,,,,14.7909118,42.9708838,Hodeida,,27
74,2/15/2019,Hodeida,,10280,Petrol,,,,14.7909118,42.9708838,Hodeida,,10
74,2/15/2019,Hodeida,,17398,Diesel,,,,14.7909118,42.9708838,Hodeida,,10
73,2/15/2019,Aden,,61001,Petrol,,,,12.7854969,45.0186548,Aden,,2
72,2/11/2019,Aden,,5000,Diesel,,,,12.7854969,45.0186548,Aden,,27
71,2/7/2019,Mukalla,,11873,Diesel,,,,14.5404328,49.127197,Mukalla,,3
70,2/4/2019,Hodeida,,20641,Diesel,,,,14.7909118,42.9708838,Hodeida,,10
7,10/29/2018,Hodeida,,30432,Diesel,,,,14.7909118,42.9708838,Hodeida,,25
7,10/29/2018,Hodeida,,,Petrol,,,,14.7909118,42.9708838,Hodeida,,25
69,2/1/2019,Mukalla,,2300,Diesel,,,,14.5404328,49.127197,Mukalla,,5
68,1/29/2019,Hodeida,,30025,Diesel,,,,14.7909118,42.9708838,Hodeida,,25
67,1/28/2019,Mukalla,,3414,Diesel,,,,14.5404328,49.127197,Mukalla,,3
66,1/27/2019,Nishtun,,2400,Diesel,,,,15.8224426,52.1872488,Nishtun,,5
65,1/29/2019,Hodeida,,22039,Petrol,,,,14.7909118,42.9708838,Hodeida,,25
65,1/29/2019,Hodeida,,7401,Diesel,,,,14.7909118,42.9708838,Hodeida,,25
64,1/26/2019,Hodeida,,12572,Mazout,,,,14.7909118,42.9708838,Hodeida,,7
64,1/26/2019,Hodeida,,3120,Diesel,,,,14.7909118,42.9708838,Hodeida,,7
63,1/26/2019,Aden,,67707,Diesel,,,,12.7854969,45.0186548,Aden,,2
62,1/24/2019,Aden,,4679,Aircraft fuel,,,,12.7854969,45.0186548,Aden,,2
61,1/22/2019,Hodeida,,4725,Gas,,,,14.7909118,42.9708838,Hodeida,,20
60,1/22/2019,Mukalla,,6200,Diesel,,,,14.5404328,49.127197,Mukalla,,5
6,10/26/2018,Nishtun,,23760,Diesel,,,,15.8224426,52.1872488,Nishtun,,3
59,1/22/2019,Mukalla,,2718,Diesel,,,,14.5404328,49.127197,Mukalla,,3
58,1/21/2019,Mukalla,,9859,Petrol,,,,14.5404328,49.127197,Mukalla,,3
57,1/17/2019,Aden,,5078,Diesel,,,,12.7854969,45.0186548,Aden,,1
56,1/17/2019,Aden,,4488,Diesel,,,,12.7854969,45.0186548,Aden,,1
55,1/16/2019,Aden,,36545,Petrol,,,,12.7854969,45.0186548,Aden,,1
55,1/16/2019,Aden,,1297,Aircraft fuel,,,,12.7854969,45.0186548,Aden,,1
54,1/16/2019,Mukalla,,10000,Petrol,,,,14.5404328,49.127197,Mukalla,,16
53,1/16/2019,Hodeida,,23958,Petrol,,,,14.7909118,42.9708838,Hodeida,,25
52,1/15/2019,Mukalla,,4970,Petrol,,,,14.5404328,49.127197,Mukalla,,6
51,1/14/2019,Hodeida,,11000,Diesel,,,,14.7909118,42.9708838,Hodeida,,14
51,1/14/2019,Hodeida,,10000,Petrol,,,,14.7909118,42.9708838,Hodeida,,14
50,1/11/2019,Mukalla,,4536,Diesel,,,,14.5404328,49.127197,Mukalla,,3
49,1/11/2019,Mukalla,,5500,Diesel,,,,14.5404328,49.127197,Mukalla,,5
48,1/11/2019,Nishtun,,3700,Diesel,,,,15.8224426,52.1872488,Nishtun,,18
47,1/10/2019,Hodeida,,17954,Petrol,,,,14.7909118,42.9708838,Hodeida,,10
47,1/10/2019,Hodeida,,9492,Diesel,,,,14.7909118,42.9708838,Hodeida,,10
46,1/10/2019,Hodeida,,10897,Petrol,,,,14.7909118,42.9708838,Hodeida,,7
46,1/10/2019,Hodeida,,8454,Diesel,,,,14.7909118,42.9708838,Hodeida,,7
45,1/10/2019,Hodeida,,27665,Petrol,,,,14.7909118,42.9708838,Hodeida,,13
44,1/9/2019,Mukalla,,9834,Petrol,,,,14.5404328,49.127197,Mukalla,,3
43,1/10/2019,Hodeida,,11461,Diesel,,,,14.7909118,42.9708838,Hodeida,,29
42,1/1/2019,Mukalla,,4330,Diesel,,,,14.5404328,49.127197,Mukalla,,3
41,12/31/2018,Nishtun,,2600,Diesel,,,,15.8224426,52.1872488,Nishtun,,5
40,12/30/2018,Nishtun,,2821,Diesel,,,,15.8224426,52.1872488,Nishtun,,29
4,10/20/2018,Hodeida,,7498,Petrol,,,,14.7909118,42.9708838,Hodeida,,10
39,12/29/2018,Mukalla,,3445,Diesel,,,,14.5404328,49.127197,Mukalla,,3
38,12/27/2018,Mukalla,,4775,Mazout,,,,14.5404328,49.127197,Mukalla,,3
37,12/26/2018,Mukalla,,10998,Diesel,,,,14.5404328,49.127197,Mukalla,,16
36,12/26/2018,Mukalla,,9924,Petrol,,,,14.5404328,49.127197,Mukalla,,3
35,12/26/2018,Mukalla,,6500,Diesel,,,,14.5404328,49.127197,Mukalla,,5
34,12/26/2018,Mukalla,,4700,Diesel,,,,14.5404328,49.127197,Mukalla,,5
332,1/28/2020,Aden,"Khor Fakkan, UAE",34916,Petrol,56.3432629,25.3365669,"Khor Fakkan, UAE",12.7854969,45.0186548,Aden,M,1
331,1/23/2020,Nishtun,"Al Hamriya, UAE",2551,Diesel,55.503616,25.464044,"Al Hamriya, UAE",15.8224426,52.1872488,Nishtun,I,24
33,12/18/2018,Mukalla,,2698,Diesel,,,,14.5404328,49.127197,Mukalla,,3
328,1/28/2020,Mukalla,"Sharjah, UAE",5500,Diesel,55.3776082,25.3609963,"Sharjah, UAE",14.5404328,49.127197,Mukalla,N,19
326,1/14/2020,Mukalla,"Fujairah, UAE",7700,Mazout,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,I,5
325,1/13/2020,Aden,"Al Hamriya, UAE",28944,Diesel,55.503616,25.464044,"Al Hamriya, UAE",12.7854969,45.0186548,Aden,M,22
324,1/3/2020,Mukalla,"Fujairah, UAE",10288,Petrol,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,Y,3
322,1/12/2020,Hodeida,"Al Hamriya, UAE",20200,Petrol,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,G,9
322,1/12/2020,Hodeida,"Al Hamriya, UAE",10475,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,G,9
321,1/9/2020,Mukalla,"Sharjah, UAE",6676,Diesel,55.3776082,25.3609963,"Sharjah, UAE",14.5404328,49.127197,Mukalla,Y,3
320,1/9/2020,Mukalla,"Al Hamriya, UAE",4245,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.5404328,49.127197,Mukalla,Z,26
32,12/31/2018,Nishtun,,4754,Diesel,,,,15.8224426,52.1872488,Nishtun,,29
319,1/8/2020,Hodeida,"Al Hamriya, UAE",17019,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,A,17
319,1/8/2020,Hodeida,"Al Hamriya, UAE",12580,Petrol,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,A,17
318,1/8/2020,Hodeida,"Fujairah, UAE",18915,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,Q,27
317,1/8/2020,Hodeida,"Al Hamriya, UAE",17394,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,L,29
317,1/8/2020,Hodeida,"Al Hamriya, UAE",12307,Petrol,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,L,29
315,1/3/2020,Hodeida,"Fujairah, UAE",2494,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,B,7
315,1/3/2020,Hodeida,"Fujairah, UAE",13582,Mazout,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,B,7
314,1/3/2020,Hodeida,"Fujairah, UAE",29981,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
313,1/2/2020,Aden,"Khor Fakkan, UAE",39950,Diesel,56.3432629,25.3365669,"Khor Fakkan, UAE",12.7854969,45.0186548,Aden,M,1
312,12/27/2019,Mukalla,"Fujairah, UAE",16978,Diesel,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,AC,16
311,12/25/2019,Nishtun,"Al Hamriya, UAE",2500,Diesel,55.503616,25.464044,"Al Hamriya, UAE",15.8224426,52.1872488,Nishtun,Y,24
310,12/25/2019,Nishtun,"Sharjah, UAE",3875,Diesel,55.3776082,25.3609963,"Sharjah, UAE",15.8224426,52.1872488,Nishtun,Y,32
31,12/18/2018,Hodeida,,14747,Diesel,,,,14.7909118,42.9708838,Hodeida,,29
309,12/18/2019,Mukalla,"Jabel Ali, UAE",10000,Petrol,55.0272904,24.9857145,"Jabel Ali, UAE",14.5404328,49.127197,Mukalla,Y,3
307,12/16/2019,Hodeida,"Jabel Ali, UAE",28994,Diesel,55.0272904,24.9857145,"Jabel Ali, UAE",14.7909118,42.9708838,Hodeida,S,21
306,12/18/2019,Aden,"Sharjah, UAE",37822,Diesel,55.3776082,25.3609963,"Sharjah, UAE",12.7854969,45.0186548,Aden,M,1
305,12/14/2019,Aden,"Sharjah, UAE",42279,Mazout,55.3776082,25.3609963,"Sharjah, UAE",12.7854969,45.0186548,Aden,M,1
304,12/14/2019,Aden,"Fujairah, UAE",19994,Diesel,56.343384,25.130988,"Fujairah, UAE",12.7854969,45.0186548,Aden,AC,16
304,12/14/2019,Aden,"Fujairah, UAE",19729,Petrol,56.343384,25.130988,"Fujairah, UAE",12.7854969,45.0186548,Aden,AC,16
302,12/12/2019,Hodeida,"Al Hamriya, UAE",27672,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,G,6
30,12/18/2018,Hodeida,,29646,Diesel,,,,14.7909118,42.9708838,Hodeida,,25
3,10/20/2018,Hodeida,,10026,Petrol,,,,14.7909118,42.9708838,Hodeida,,10
3,10/20/2018,Hodeida,,17497,Diesel,,,,14.7909118,42.9708838,Hodeida,,10
299,12/11/2019,Hodeida,"Fujairah, UAE",9993,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,S,21
299,12/11/2019,Hodeida,"Fujairah, UAE",17472,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,S,21
298,12/5/2019,Aden,"Fujairah, UAE",42812,Diesel,56.343384,25.130988,"Fujairah, UAE",12.7854969,45.0186548,Aden,M,1
298,12/10/2019,Mukalla,"Al Hamriya, UAE",11964,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.5404328,49.127197,Mukalla,Y,3
297,12/5/2019,Hodeida,"Fujairah, UAE",29929,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
296,11/29/2019,Nishtun,"Sharjah, UAE",3420,Diesel,55.3776082,25.3609963,"Sharjah, UAE",15.8224426,52.1872488,Nishtun,Y,33
295,12/3/2019,Aden,"Al Hamriya, UAE",2472,Diesel,55.503616,25.464044,"Al Hamriya, UAE",12.7854969,45.0186548,Aden,Z,26
294,12/3/2019,Aden,"Sharjah, UAE",2790,Diesel,55.3776082,25.3609963,"Sharjah, UAE",12.7854969,45.0186548,Aden,Z,26
293,11/27/2019,Hodeida,"Al Hamriya, UAE",29694,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,V,25
292,11/26/2019,Mukalla,"Sharjah, UAE",7500,Diesel,55.3776082,25.3609963,"Sharjah, UAE",14.5404328,49.127197,Mukalla,I,5
291,11/22/2019,Aden,"Al Hamriya, UAE",37475,Petrol,55.503616,25.464044,"Al Hamriya, UAE",12.7854969,45.0186548,Aden,M,1
290,11/22/2019,Mukalla,"Fujairah, UAE",11618,Diesel,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,Y,3
29,12/16/2018,Nishtun,,5000,Petrol,,,,15.8224426,52.1872488,Nishtun,,4
288,11/18/2019,Mukalla,"Sohar, Oman",7092,Petrol,56.613922,24.486524,"Sohar, Oman",14.5404328,49.127197,Mukalla,Y,3
287,11/18/2019,Nishtun,"Al Hamriya, UAE",3760,Diesel,55.503616,25.464044,"Al Hamriya, UAE",15.8224426,52.1872488,Nishtun,G,6
286,11/18/2019,Hodeida,"Jabel Ali, UAE",21022,Petrol,55.0272904,24.9857145,"Jabel Ali, UAE",14.7909118,42.9708838,Hodeida,B,14
285,11/22/2019,Nishtun,"Sharjah, UAE",2400,Diesel,55.3776082,25.3609963,"Sharjah, UAE",15.8224426,52.1872488,Nishtun,I,24
284,10/16/2019,Hodeida,"Fujairah, UAE",29932,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
283,11/18/2019,Hodeida,"Fujairah, UAE",13318,Mazout,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,B,7
283,11/18/2019,Hodeida,"Fujairah, UAE",2491,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,B,7
282,11/13/2019,Mukalla,"Sharjah, UAE",3000,Diesel,55.3776082,25.3609963,"Sharjah, UAE",14.5404328,49.127197,Mukalla,N,18
281,11/13/2019,Mukalla,"Al Hamriya, UAE",4066,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.5404328,49.127197,Mukalla,N,15
280,11/10/2019,Hodeida,"Fujairah, UAE",29971,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,S,21
28,12/17/2018,Hodeida,,14179,Petrol,,,,14.7909118,42.9708838,Hodeida,,7
279,11/10/2019,Hodeida,"Al Hamriya, UAE",17363,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,G,9
278,11/10/2019,Hodeida,"Al Hamriya, UAE",29528,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,V,25
277,11/10/2019,Hodeida,"Al Hamriya, UAE",19802,Petrol,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,G,9
276,11/8/2019,Mukalla,"Fujairah, UAE",7190,Mazout,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,Y,3
275,11/8/2019,Hodeida,"Fujairah, UAE",10995,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,Q,27
274,11/6/2019,Nishtun,"Sharjah, UAE",5852,Diesel,55.3776082,25.3609963,"Sharjah, UAE",15.8224426,52.1872488,Nishtun,L,29
273,11/6/2019,Aden,"Fujairah, UAE",8083,Mazout,56.343384,25.130988,"Fujairah, UAE",12.7854969,45.0186548,Aden,H,5
272,11/4/2019,Nishtun,"Fujairah, UAE",2500,Diesel,56.343384,25.130988,"Fujairah, UAE",15.8224426,52.1872488,Nishtun,I,5
271,11/4/2019,Nishtun,"Al Hamriya, UAE",2500,Diesel,55.503616,25.464044,"Al Hamriya, UAE",15.8224426,52.1872488,Nishtun,I,5
27,12/14/2018,Mukalla,,6183,Diesel,,,,14.5404328,49.127197,Mukalla,,15
269,10/31/2019,Aden,"Fujairah, UAE",37883,Diesel,56.343384,25.130988,"Fujairah, UAE",12.7854969,45.0186548,Aden,M,1
268,10/31/2019,Nishtun,"Fujairah, UAE",2400,Diesel,56.343384,25.130988,"Fujairah, UAE",15.8224426,52.1872488,Nishtun,I,5
267,10/31/2019,Mukalla,"Al Hamriya, UAE",16362,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.5404328,49.127197,Mukalla,Y,3
266,10/28/2019,Nishtun,"Sharjah, UAE",2495,Petrol,55.3776082,25.3609963,"Sharjah, UAE",15.8224426,52.1872488,Nishtun,L,29
265,10/26/2019,Nishtun,"Al Hamriya, UAE",2009,Diesel,55.503616,25.464044,"Al Hamriya, UAE",15.8224426,52.1872488,Nishtun,,24
264,10/26/2019,Nishtun,"Al Hamriya, UAE",1500,Diesel,55.503616,25.464044,"Al Hamriya, UAE",15.8224426,52.1872488,Nishtun,,24
263,10/26/2019,Mukalla,"Fujairah, UAE",9800,Petrol,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,Y,3
262,10/26/2019,Nishtun,"Sharjah, UAE",3360,Diesel,55.3776082,25.3609963,"Sharjah, UAE",15.8224426,52.1872488,Nishtun,Y,3
261,10/23/2019,Mukalla,"Al Hamriya, UAE",5000,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.5404328,49.127197,Mukalla,Z,26
260,10/23/2019,Mukalla,"Fujairah, UAE",11414,Diesel,56.343384,25.130988,"Fujairah, UAE",14.5404328,49.127197,Mukalla,Y,3
26,12/13/2018,Mukalla,,10037,Petrol,,,,14.5404328,49.127197,Mukalla,,16
259,10/23/2019,Aden,"Jabel Ali, UAE",35716,Diesel,55.0272904,24.9857145,"Jabel Ali, UAE",12.7854969,45.0186548,Aden,M,1
259,10/23/2019,Aden,"Jabel Ali, UAE",4999,Aircraft fuel,55.0272904,24.9857145,"Jabel Ali, UAE",12.7854969,45.0186548,Aden,M,1
258,10/21/2019,Mukalla,"Sohar, Oman",7114,Petrol,56.613922,24.486524,"Sohar, Oman",14.5404328,49.127197,Mukalla,Y,3
257,10/20/2019,Hodeida,"Al Hamriya, UAE",10406,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,A,17
257,10/20/2019,Hodeida,"Al Hamriya, UAE",12910,Petrol,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,A,17
256,10/20/2019,Aden,"Al Hamriya, UAE",29152,Petrol,55.503616,25.464044,"Al Hamriya, UAE",12.7854969,45.0186548,Aden,M,1
255,10/18/2019,Aden,"Fujairah, UAE",7893,Diesel,56.343384,25.130988,"Fujairah, UAE",12.7854969,45.0186548,Aden,Q,27
254,10/16/2019,Hodeida,"Fujairah, UAE",26915,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,G,6
253,10/16/2019,Hodeida,"Al Hamriya, UAE",10817,Diesel,55.503616,25.464044,"Al Hamriya, UAE",14.7909118,42.9708838,Hodeida,L,29
252,9/16/2019,Hodeida,"Fujairah, UAE",10937,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,L,29
251,10/16/2019,Hodeida,"Fujairah, UAE",11178,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,Q,27
250,10/16/2019,Hodeida,"Fujairah, UAE",20003,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
250,10/16/2019,Hodeida,"Fujairah, UAE",9984,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
25,12/12/2018,Mukalla,,10200,Diesel,,,,14.5404328,49.127197,Mukalla,,23
249,10/16/2019,Hodeida,"Fujairah, UAE",29642,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
248,10/16/2019,Hodeida,"Fujairah, UAE",9996,Diesel,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
248,10/16/2019,Hodeida,"Fujairah, UAE",19501,Petrol,56.343384,25.130988,"Fujairah, UAE",14.7909118,42.9708838,Hodeida,V,25
